spp_file,Alt,Year,variable,value
GOA_ATF,1,2028,SSB_mean,879111
GOA_ATF,1,2029,SSB_lb,881503
GOA_ATF,1,2029,SSB_ub,881567
GOA_ATF,1,2029,SSB_median,881515
GOA_ATF,1,2029,SSB_mean,881522
GOA_ATF,1,2030,SSB_lb,784269
GOA_ATF,1,2030,SSB_ub,784730
GOA_ATF,1,2030,SSB_median,784361
GOA_ATF,1,2030,SSB_mean,784413
GOA_ATF,1,2031,SSB_lb,703317
GOA_ATF,1,2031,SSB_ub,705992
GOA_ATF,1,2031,SSB_median,703871
GOA_ATF,1,2031,SSB_mean,704174
GOA_ATF,1,2032,SSB_lb,635854
GOA_ATF,1,2032,SSB_ub,648891
GOA_ATF,1,2032,SSB_median,638684
GOA_ATF,1,2032,SSB_mean,640107
GOA_ATF,1,2033,SSB_lb,574220
GOA_ATF,1,2033,SSB_ub,625080
GOA_ATF,1,2033,SSB_median,585889
GOA_ATF,1,2033,SSB_mean,590992
GOA_ATF,1,2034,SSB_lb,508689
GOA_ATF,1,2034,SSB_ub,643417
GOA_ATF,1,2034,SSB_median,540635
GOA_ATF,1,2034,SSB_mean,554102
GOA_ATF,1,2035,SSB_lb,444237
GOA_ATF,1,2035,SSB_ub,671535
GOA_ATF,1,2035,SSB_median,507627
GOA_ATF,1,2035,SSB_mean,526319
GOA_ATF,1,2036,SSB_lb,393469
GOA_ATF,1,2036,SSB_ub,672546
GOA_ATF,1,2036,SSB_median,486958
GOA_ATF,1,2036,SSB_mean,505302
GOA_ATF,1,2037,SSB_lb,357811
GOA_ATF,1,2037,SSB_ub,678480
GOA_ATF,1,2037,SSB_median,468098
GOA_ATF,1,2037,SSB_mean,490217
GOA_ATF,1,2038,SSB_lb,330348
GOA_ATF,1,2038,SSB_ub,687600
GOA_ATF,1,2038,SSB_median,457205
GOA_ATF,1,2038,SSB_mean,479732
GOA_ATF,1,2039,SSB_lb,319704
GOA_ATF,1,2039,SSB_ub,699877
GOA_ATF,1,2039,SSB_median,448647
GOA_ATF,1,2039,SSB_mean,471234
GOA_ATF,1,2040,SSB_lb,314503
GOA_ATF,1,2040,SSB_ub,686450
GOA_ATF,1,2040,SSB_median,437986
GOA_ATF,1,2040,SSB_mean,464263
GOA_ATF,1,2027,F_lb,0.00868027
GOA_ATF,1,2027,F_ub,0.00868027
GOA_ATF,1,2027,F_median,0.00868027
GOA_ATF,1,2027,F_mean,0.00868027
GOA_ATF,1,2028,F_lb,0.0086939
GOA_ATF,1,2028,F_ub,0.00869637
GOA_ATF,1,2028,F_median,0.00869591
GOA_ATF,1,2028,F_mean,0.00869564
GOA_ATF,1,2029,F_lb,0.0993965
GOA_ATF,1,2029,F_ub,0.0993965
GOA_ATF,1,2029,F_median,0.0993965
GOA_ATF,1,2029,F_mean,0.0993965
GOA_ATF,1,2030,F_lb,0.0993965
GOA_ATF,1,2030,F_ub,0.0993965
GOA_ATF,1,2030,F_median,0.0993965
GOA_ATF,1,2030,F_mean,0.0993965
GOA_ATF,1,2031,F_lb,0.0993965
GOA_ATF,1,2031,F_ub,0.0993965
GOA_ATF,1,2031,F_median,0.0993965
GOA_ATF,1,2031,F_mean,0.0993965
GOA_ATF,1,2032,F_lb,0.0993965
GOA_ATF,1,2032,F_ub,0.0993965
GOA_ATF,1,2032,F_median,0.0993965
GOA_ATF,1,2032,F_mean,0.0993965
GOA_ATF,1,2033,F_lb,0.0993965
GOA_ATF,1,2033,F_ub,0.0993965
GOA_ATF,1,2033,F_median,0.0993965
GOA_ATF,1,2033,F_mean,0.0993965
GOA_ATF,1,2034,F_lb,0.0993965
GOA_ATF,1,2034,F_ub,0.0993965
GOA_ATF,1,2034,F_median,0.0993965
GOA_ATF,1,2034,F_mean,0.0993965
GOA_ATF,1,2035,F_lb,0.0993965
GOA_ATF,1,2035,F_ub,0.0993965
GOA_ATF,1,2035,F_median,0.0993965
GOA_ATF,1,2035,F_mean,0.0993875
GOA_ATF,1,2036,F_lb,0.0906084
GOA_ATF,1,2036,F_ub,0.0993965
GOA_ATF,1,2036,F_median,0.0993965
GOA_ATF,1,2036,F_mean,0.0981474
GOA_ATF,1,2037,F_lb,0.081923
GOA_ATF,1,2037,F_ub,0.0993965
GOA_ATF,1,2037,F_median,0.0993965
GOA_ATF,1,2037,F_mean,0.0961338
GOA_ATF,1,2038,F_lb,0.0752336
GOA_ATF,1,2038,F_ub,0.0993965
GOA_ATF,1,2038,F_median,0.0993965
GOA_ATF,1,2038,F_mean,0.0944997
GOA_ATF,1,2039,F_lb,0.072641
GOA_ATF,1,2039,F_ub,0.0993965
GOA_ATF,1,2039,F_median,0.0993965
GOA_ATF,1,2039,F_mean,0.0933091
GOA_ATF,1,2040,F_lb,0.0713742
GOA_ATF,1,2040,F_ub,0.0993965
GOA_ATF,1,2040,F_median,0.0993965
GOA_ATF,1,2040,F_mean,0.0925774
GOA_ATF,2,2027,C_lb,12408.7
GOA_ATF,2,2027,C_ub,12408.7
GOA_ATF,2,2027,C_median,12408.7
GOA_ATF,2,2027,C_mean,12408.7
GOA_ATF,2,2027,C_sd,3.01952e-10
GOA_ATF,2,2028,C_lb,12408.7
GOA_ATF,2,2028,C_ub,12408.7
GOA_ATF,2,2028,C_median,12408.7
GOA_ATF,2,2028,C_mean,12408.7
GOA_ATF,2,2028,C_sd,1.5845e-05
GOA_ATF,2,2029,C_lb,133675
GOA_ATF,2,2029,C_ub,133994
GOA_ATF,2,2029,C_median,133738
GOA_ATF,2,2029,C_mean,133774
GOA_ATF,2,2029,C_sd,112.411
GOA_ATF,2,2030,C_lb,119361
GOA_ATF,2,2030,C_ub,120850
GOA_ATF,2,2030,C_median,119683
GOA_ATF,2,2030,C_mean,119847
GOA_ATF,2,2030,C_sd,532.27
GOA_ATF,2,2031,C_lb,107456
GOA_ATF,2,2031,C_ub,112710
GOA_ATF,2,2031,C_median,108684
GOA_ATF,2,2031,C_mean,109214
GOA_ATF,2,2031,C_sd,1847.38
GOA_ATF,2,2032,C_lb,96618
GOA_ATF,2,2032,C_ub,111007
GOA_ATF,2,2032,C_median,100030
GOA_ATF,2,2032,C_mean,101457
GOA_ATF,2,2032,C_sd,4864.32
GOA_ATF,2,2033,C_lb,85729.3
GOA_ATF,2,2033,C_ub,114555
GOA_ATF,2,2033,C_median,93289.8
GOA_ATF,2,2033,C_mean,96002.1
GOA_ATF,2,2033,C_sd,9723.3
GOA_ATF,2,2034,C_lb,75371
GOA_ATF,2,2034,C_ub,120884
GOA_ATF,2,2034,C_median,88811.8
GOA_ATF,2,2034,C_mean,92192
GOA_ATF,2,2034,C_sd,15148.1
GOA_ATF,2,2035,C_lb,66763.1
GOA_ATF,2,2035,C_ub,123128
GOA_ATF,2,2035,C_median,85846.9
GOA_ATF,2,2035,C_mean,89504
GOA_ATF,2,2035,C_sd,19474
GOA_ATF,2,2036,C_lb,55814.3
GOA_ATF,2,2036,C_ub,126692
GOA_ATF,2,2036,C_median,83304.3
GOA_ATF,2,2036,C_mean,86868
GOA_ATF,2,2036,C_sd,23025.5
GOA_ATF,2,2037,C_lb,45991.8
GOA_ATF,2,2037,C_ub,127683
GOA_ATF,2,2037,C_median,82517.9
GOA_ATF,2,2037,C_mean,84362.5
GOA_ATF,2,2037,C_sd,25764.6
GOA_ATF,2,2038,C_lb,41878.5
GOA_ATF,2,2038,C_ub,129791
GOA_ATF,2,2038,C_median,81424.6
GOA_ATF,2,2038,C_mean,82403.6
GOA_ATF,2,2038,C_sd,27419.1
GOA_ATF,2,2039,C_lb,39939.5
GOA_ATF,2,2039,C_ub,128006
GOA_ATF,2,2039,C_median,78931.3
GOA_ATF,2,2039,C_mean,80810.8
GOA_ATF,2,2039,C_sd,28038.7
GOA_ATF,2,2040,C_lb,39989.3
GOA_ATF,2,2040,C_ub,128249
GOA_ATF,2,2040,C_median,77391.9
GOA_ATF,2,2040,C_mean,79636
GOA_ATF,2,2040,C_sd,27992.6
GOA_ATF,2,2027,SSB_lb,874501
GOA_ATF,2,2027,SSB_ub,874501
GOA_ATF,2,2027,SSB_median,874501
GOA_ATF,2,2027,SSB_mean,874501
GOA_ATF,2,2028,SSB_lb,879111
GOA_ATF,2,2028,SSB_ub,879111
GOA_ATF,2,2028,SSB_median,879111
GOA_ATF,2,2028,SSB_mean,879111
GOA_ATF,2,2029,SSB_lb,881503
GOA_ATF,2,2029,SSB_ub,881567
GOA_ATF,2,2029,SSB_median,881515
GOA_ATF,2,2029,SSB_mean,881522
GOA_ATF,2,2030,SSB_lb,784269
GOA_ATF,2,2030,SSB_ub,784730
GOA_ATF,2,2030,SSB_median,784361
GOA_ATF,2,2030,SSB_mean,784413
GOA_ATF,2,2031,SSB_lb,703317
GOA_ATF,2,2031,SSB_ub,705992
GOA_ATF,2,2031,SSB_median,703871
GOA_ATF,2,2031,SSB_mean,704174
GOA_ATF,2,2032,SSB_lb,635854
GOA_ATF,2,2032,SSB_ub,648891
GOA_ATF,2,2032,SSB_median,638684
GOA_ATF,2,2032,SSB_mean,640107
GOA_ATF,2,2033,SSB_lb,574220
GOA_ATF,2,2033,SSB_ub,625080
GOA_ATF,2,2033,SSB_median,585889
GOA_ATF,2,2033,SSB_mean,590992
GOA_ATF,2,2034,SSB_lb,508689
GOA_ATF,2,2034,SSB_ub,643417
GOA_ATF,2,2034,SSB_median,540635
GOA_ATF,2,2034,SSB_mean,554102
GOA_ATF,2,2035,SSB_lb,444237
GOA_ATF,2,2035,SSB_ub,671535
GOA_ATF,2,2035,SSB_median,507627
GOA_ATF,2,2035,SSB_mean,526319
GOA_ATF,2,2036,SSB_lb,393469
GOA_ATF,2,2036,SSB_ub,672546
GOA_ATF,2,2036,SSB_median,486958
GOA_ATF,2,2036,SSB_mean,505302
GOA_ATF,2,2037,SSB_lb,357811
GOA_ATF,2,2037,SSB_ub,678480
GOA_ATF,2,2037,SSB_median,468098
GOA_ATF,2,2037,SSB_mean,490217
GOA_ATF,2,2038,SSB_lb,330348
GOA_ATF,2,2038,SSB_ub,687600
GOA_ATF,2,2038,SSB_median,457205
GOA_ATF,2,2038,SSB_mean,479732
GOA_ATF,2,2039,SSB_lb,319704
GOA_ATF,2,2039,SSB_ub,699877
GOA_ATF,2,2039,SSB_median,448647
GOA_ATF,2,2039,SSB_mean,471234
GOA_ATF,2,2040,SSB_lb,314503
GOA_ATF,2,2040,SSB_ub,686450
GOA_ATF,2,2040,SSB_median,437986
GOA_ATF,2,2040,SSB_mean,464263
GOA_ATF,2,2027,F_lb,0.00868027
GOA_ATF,2,2027,F_ub,0.00868027
GOA_ATF,2,2027,F_median,0.00868027
GOA_ATF,2,2027,F_mean,0.00868027
GOA_ATF,2,2028,F_lb,0.0086939
GOA_ATF,2,2028,F_ub,0.00869637
GOA_ATF,2,2028,F_median,0.00869591
GOA_ATF,2,2028,F_mean,0.00869564
GOA_ATF,2,2029,F_lb,0.0993965
GOA_ATF,2,2029,F_ub,0.0993965
GOA_ATF,2,2029,F_median,0.0993965
GOA_ATF,2,2029,F_mean,0.0993965
GOA_ATF,2,2030,F_lb,0.0993965
GOA_ATF,2,2030,F_ub,0.0993965
GOA_ATF,2,2030,F_median,0.0993965
GOA_ATF,2,2030,F_mean,0.0993965
GOA_ATF,2,2031,F_lb,0.0993965
GOA_ATF,2,2031,F_ub,0.0993965
GOA_ATF,2,2031,F_median,0.0993965
GOA_ATF,2,2031,F_mean,0.0993965
GOA_ATF,2,2032,F_lb,0.0993965
GOA_ATF,2,2032,F_ub,0.0993965
GOA_ATF,2,2032,F_median,0.0993965
GOA_ATF,2,2032,F_mean,0.0993965
GOA_ATF,2,2033,F_lb,0.0993965
GOA_ATF,2,2033,F_ub,0.0993965
GOA_ATF,2,2033,F_median,0.0993965
GOA_ATF,2,2033,F_mean,0.0993965
GOA_ATF,2,2034,F_lb,0.0993965
GOA_ATF,2,2034,F_ub,0.0993965
GOA_ATF,2,2034,F_median,0.0993965
GOA_ATF,2,2034,F_mean,0.0993965
GOA_ATF,2,2035,F_lb,0.0993965
GOA_ATF,2,2035,F_ub,0.0993965
GOA_ATF,2,2035,F_median,0.0993965
GOA_ATF,2,2035,F_mean,0.0993875
GOA_ATF,2,2036,F_lb,0.0906084
GOA_ATF,2,2036,F_ub,0.0993965
GOA_ATF,2,2036,F_median,0.0993965
GOA_ATF,2,2036,F_mean,0.0981474
GOA_ATF,2,2037,F_lb,0.081923
GOA_ATF,2,2037,F_ub,0.0993965
GOA_ATF,2,2037,F_median,0.0993965
GOA_ATF,2,2037,F_mean,0.0961338
GOA_ATF,2,2038,F_lb,0.0752336
GOA_ATF,2,2038,F_ub,0.0993965
GOA_ATF,2,2038,F_median,0.0993965
GOA_ATF,2,2038,F_mean,0.0944997
GOA_ATF,2,2039,F_lb,0.072641
GOA_ATF,2,2039,F_ub,0.0993965
GOA_ATF,2,2039,F_median,0.0993965
GOA_ATF,2,2039,F_mean,0.0933091
GOA_ATF,2,2040,F_lb,0.0713742
GOA_ATF,2,2040,F_ub,0.0993965
GOA_ATF,2,2040,F_median,0.0993965
GOA_ATF,2,2040,F_mean,0.0925774
GOA_ATF,3,2027,C_lb,12408.7
GOA_ATF,3,2027,C_ub,12408.7
GOA_ATF,3,2027,C_median,12408.7
GOA_ATF,3,2027,C_mean,12408.7
GOA_ATF,3,2027,C_sd,3.01952e-10
GOA_ATF,3,2028,C_lb,12408.7
GOA_ATF,3,2028,C_ub,12408.7
GOA_ATF,3,2028,C_median,12408.7
GOA_ATF,3,2028,C_mean,12408.7
GOA_ATF,3,2028,C_sd,1.5845e-05
GOA_ATF,3,2029,C_lb,13284.6
GOA_ATF,3,2029,C_ub,13314.7
GOA_ATF,3,2029,C_median,13290.6
GOA_ATF,3,2029,C_mean,13294
GOA_ATF,3,2029,C_sd,10.5707
GOA_ATF,3,2030,C_lb,13256.7
GOA_ATF,3,2030,C_ub,13397.5
GOA_ATF,3,2030,C_median,13287.1
GOA_ATF,3,2030,C_mean,13302.6
GOA_ATF,3,2030,C_sd,50.3154
GOA_ATF,3,2031,C_lb,13190.4
GOA_ATF,3,2031,C_ub,13694.1
GOA_ATF,3,2031,C_median,13307.2
GOA_ATF,3,2031,C_mean,13358.7
GOA_ATF,3,2031,C_sd,176.911
GOA_ATF,3,2032,C_lb,12987.9
GOA_ATF,3,2032,C_ub,14407.1
GOA_ATF,3,2032,C_median,13321.9
GOA_ATF,3,2032,C_mean,13461
GOA_ATF,3,2032,C_sd,479
GOA_ATF,3,2033,C_lb,12550.8
GOA_ATF,3,2033,C_ub,15572.5
GOA_ATF,3,2033,C_median,13317.7
GOA_ATF,3,2033,C_mean,13600.6
GOA_ATF,3,2033,C_sd,1005.31
GOA_ATF,3,2034,C_lb,11915.4
GOA_ATF,3,2034,C_ub,16927.8
GOA_ATF,3,2034,C_median,13350
GOA_ATF,3,2034,C_mean,13756.4
GOA_ATF,3,2034,C_sd,1675.07
GOA_ATF,3,2035,C_lb,11239.5
GOA_ATF,3,2035,C_ub,18022.2
GOA_ATF,3,2035,C_median,13443.9
GOA_ATF,3,2035,C_mean,13911.6
GOA_ATF,3,2035,C_sd,2316.57
GOA_ATF,3,2036,C_lb,10659
GOA_ATF,3,2036,C_ub,18924.5
GOA_ATF,3,2036,C_median,13572.3
GOA_ATF,3,2036,C_mean,14056
GOA_ATF,3,2036,C_sd,2808.07
GOA_ATF,3,2037,C_lb,10057.4
GOA_ATF,3,2037,C_ub,19742.7
GOA_ATF,3,2037,C_median,13734.8
GOA_ATF,3,2037,C_mean,14180.5
GOA_ATF,3,2037,C_sd,3156.71
GOA_ATF,3,2038,C_lb,9740.43
GOA_ATF,3,2038,C_ub,20238.7
GOA_ATF,3,2038,C_median,13844.6
GOA_ATF,3,2038,C_mean,14271
GOA_ATF,3,2038,C_sd,3403.16
GOA_ATF,3,2039,C_lb,9556.93
GOA_ATF,3,2039,C_ub,20693.5
GOA_ATF,3,2039,C_median,13873.6
GOA_ATF,3,2039,C_mean,14320.6
GOA_ATF,3,2039,C_sd,3551.24
GOA_ATF,3,2040,C_lb,9527.94
GOA_ATF,3,2040,C_ub,20590.7
GOA_ATF,3,2040,C_median,13797.4
GOA_ATF,3,2040,C_mean,14338.7
GOA_ATF,3,2040,C_sd,3615.7
GOA_ATF,3,2027,SSB_lb,874501
GOA_ATF,3,2027,SSB_ub,874501
GOA_ATF,3,2027,SSB_median,874501
GOA_ATF,3,2027,SSB_mean,874501
GOA_ATF,3,2028,SSB_lb,879111
GOA_ATF,3,2028,SSB_ub,879111
GOA_ATF,3,2028,SSB_median,879111
GOA_ATF,3,2028,SSB_mean,879111
GOA_ATF,3,2029,SSB_lb,881503
GOA_ATF,3,2029,SSB_ub,881567
GOA_ATF,3,2029,SSB_median,881515
GOA_ATF,3,2029,SSB_mean,881522
GOA_ATF,3,2030,SSB_lb,883557
GOA_ATF,3,2030,SSB_ub,884019
GOA_ATF,3,2030,SSB_median,883649
GOA_ATF,3,2030,SSB_mean,883701
GOA_ATF,3,2031,SSB_lb,886270
GOA_ATF,3,2031,SSB_ub,888969
GOA_ATF,3,2031,SSB_median,886829
GOA_ATF,3,2031,SSB_mean,887134
GOA_ATF,3,2032,SSB_lb,887754
GOA_ATF,3,2032,SSB_ub,901148
GOA_ATF,3,2032,SSB_median,890653
GOA_ATF,3,2032,SSB_mean,892115
GOA_ATF,3,2033,SSB_lb,881494
GOA_ATF,3,2033,SSB_ub,935871
GOA_ATF,3,2033,SSB_median,893724
GOA_ATF,3,2033,SSB_mean,899319
GOA_ATF,3,2034,SSB_lb,856869
GOA_ATF,3,2034,SSB_ub,1.00894e+06
GOA_ATF,3,2034,SSB_median,892906
GOA_ATF,3,2034,SSB_mean,908242
GOA_ATF,3,2035,SSB_lb,817275
GOA_ATF,3,2035,SSB_ub,1.09708e+06
GOA_ATF,3,2035,SSB_median,893050
GOA_ATF,3,2035,SSB_mean,917854
GOA_ATF,3,2036,SSB_lb,779434
GOA_ATF,3,2036,SSB_ub,1.16394e+06
GOA_ATF,3,2036,SSB_median,899745
GOA_ATF,3,2036,SSB_mean,927351
GOA_ATF,3,2037,SSB_lb,748709
GOA_ATF,3,2037,SSB_ub,1.21726e+06
GOA_ATF,3,2037,SSB_median,909182
GOA_ATF,3,2037,SSB_mean,936629
GOA_ATF,3,2038,SSB_lb,713845
GOA_ATF,3,2038,SSB_ub,1.27175e+06
GOA_ATF,3,2038,SSB_median,915795
GOA_ATF,3,2038,SSB_mean,945208
GOA_ATF,3,2039,SSB_lb,686684
GOA_ATF,3,2039,SSB_ub,1.30044e+06
GOA_ATF,3,2039,SSB_median,925405
GOA_ATF,3,2039,SSB_mean,951356
GOA_ATF,3,2040,SSB_lb,668628
GOA_ATF,3,2040,SSB_ub,1.33312e+06
GOA_ATF,3,2040,SSB_median,928010
GOA_ATF,3,2040,SSB_mean,955132
GOA_ATF,3,2027,F_lb,0.00868027
GOA_ATF,3,2027,F_ub,0.00868027
GOA_ATF,3,2027,F_median,0.00868027
GOA_ATF,3,2027,F_mean,0.00868027
GOA_ATF,3,2028,F_lb,0.0086939
GOA_ATF,3,2028,F_ub,0.00869637
GOA_ATF,3,2028,F_median,0.00869591
GOA_ATF,3,2028,F_mean,0.00869564
GOA_ATF,3,2029,F_lb,0.00933274
GOA_ATF,3,2029,F_ub,0.00933274
GOA_ATF,3,2029,F_median,0.00933274
GOA_ATF,3,2029,F_mean,0.00933274
GOA_ATF,3,2030,F_lb,0.00933274
GOA_ATF,3,2030,F_ub,0.00933274
GOA_ATF,3,2030,F_median,0.00933274
GOA_ATF,3,2030,F_mean,0.00933274
GOA_ATF,3,2031,F_lb,0.00933274
GOA_ATF,3,2031,F_ub,0.00933274
GOA_ATF,3,2031,F_median,0.00933274
GOA_ATF,3,2031,F_mean,0.00933274
GOA_ATF,3,2032,F_lb,0.00933274
GOA_ATF,3,2032,F_ub,0.00933274
GOA_ATF,3,2032,F_median,0.00933274
GOA_ATF,3,2032,F_mean,0.00933274
GOA_ATF,3,2033,F_lb,0.00933274
GOA_ATF,3,2033,F_ub,0.00933274
GOA_ATF,3,2033,F_median,0.00933274
GOA_ATF,3,2033,F_mean,0.00933274
GOA_ATF,3,2034,F_lb,0.00933274
GOA_ATF,3,2034,F_ub,0.00933274
GOA_ATF,3,2034,F_median,0.00933274
GOA_ATF,3,2034,F_mean,0.00933274
GOA_ATF,3,2035,F_lb,0.00933274
GOA_ATF,3,2035,F_ub,0.00933274
GOA_ATF,3,2035,F_median,0.00933274
GOA_ATF,3,2035,F_mean,0.00933274
GOA_ATF,3,2036,F_lb,0.00933274
GOA_ATF,3,2036,F_ub,0.00933274
GOA_ATF,3,2036,F_median,0.00933274
GOA_ATF,3,2036,F_mean,0.00933274
GOA_ATF,3,2037,F_lb,0.00933274
GOA_ATF,3,2037,F_ub,0.00933274
GOA_ATF,3,2037,F_median,0.00933274
GOA_ATF,3,2037,F_mean,0.00933274
GOA_ATF,3,2038,F_lb,0.00933274
GOA_ATF,3,2038,F_ub,0.00933274
GOA_ATF,3,2038,F_median,0.00933274
GOA_ATF,3,2038,F_mean,0.00933274
GOA_ATF,3,2039,F_lb,0.00933274
GOA_ATF,3,2039,F_ub,0.00933274
GOA_ATF,3,2039,F_median,0.00933274
GOA_ATF,3,2039,F_mean,0.00933274
GOA_ATF,3,2040,F_lb,0.00933274
GOA_ATF,3,2040,F_ub,0.00933274
GOA_ATF,3,2040,F_median,0.00933274
GOA_ATF,3,2040,F_mean,0.00933274
GOA_ATF,4,2027,C_lb,12408.7
GOA_ATF,4,2027,C_ub,12408.7
GOA_ATF,4,2027,C_median,12408.7
GOA_ATF,4,2027,C_mean,12408.7
GOA_ATF,4,2027,C_sd,3.01952e-10
GOA_ATF,4,2028,C_lb,12408.7
GOA_ATF,4,2028,C_ub,12408.7
GOA_ATF,4,2028,C_median,12408.7
GOA_ATF,4,2028,C_mean,12408.7
GOA_ATF,4,2028,C_sd,1.5845e-05
GOA_ATF,4,2029,C_lb,37840.3
GOA_ATF,4,2029,C_ub,37926.8
GOA_ATF,4,2029,C_median,37857.4
GOA_ATF,4,2029,C_mean,37867.2
GOA_ATF,4,2029,C_sd,30.4393
GOA_ATF,4,2030,C_lb,36945.5
GOA_ATF,4,2030,C_ub,37350.3
GOA_ATF,4,2030,C_median,37033
GOA_ATF,4,2030,C_mean,37077.4
GOA_ATF,4,2030,C_sd,144.74
GOA_ATF,4,2031,C_lb,36035.9
GOA_ATF,4,2031,C_ub,37480.8
GOA_ATF,4,2031,C_median,36371.5
GOA_ATF,4,2031,C_mean,36518.7
GOA_ATF,4,2031,C_sd,507.626
GOA_ATF,4,2032,C_lb,34839.7
GOA_ATF,4,2032,C_ub,38891
GOA_ATF,4,2032,C_median,35793.2
GOA_ATF,4,2032,C_mean,36189.9
GOA_ATF,4,2032,C_sd,1366.94
GOA_ATF,4,2033,C_lb,33084.3
GOA_ATF,4,2033,C_ub,41615.3
GOA_ATF,4,2033,C_median,35253.1
GOA_ATF,4,2033,C_mean,36058.2
GOA_ATF,4,2033,C_sd,2841.36
GOA_ATF,4,2034,C_lb,30910.6
GOA_ATF,4,2034,C_ub,44997.2
GOA_ATF,4,2034,C_median,34939
GOA_ATF,4,2034,C_mean,36052.3
GOA_ATF,4,2034,C_sd,4670.72
GOA_ATF,4,2035,C_lb,28783.8
GOA_ATF,4,2035,C_ub,47486.4
GOA_ATF,4,2035,C_median,34865.2
GOA_ATF,4,2035,C_mean,36113.2
GOA_ATF,4,2035,C_sd,6361.87
GOA_ATF,4,2036,C_lb,26907
GOA_ATF,4,2036,C_ub,49473.2
GOA_ATF,4,2036,C_median,34810.6
GOA_ATF,4,2036,C_mean,36201.7
GOA_ATF,4,2036,C_sd,7604.89
GOA_ATF,4,2037,C_lb,25217.5
GOA_ATF,4,2037,C_ub,51168.6
GOA_ATF,4,2037,C_median,35035.1
