
Initial statistics: 47 variables; iteration 0; function evaluation 0; phase 1
Function value 2.0676192e+06; maximum gradient component mag -1.5286e+06
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  7 -0.25021 -1.61970e+03 |  8 -0.09457 -1.52870e+03 |  9  0.04175 -1.06462e+02
 10 -0.05609 -1.39761e+03 | 11  0.12619  1.00294e+04 | 12  0.08050  2.82059e+03
 13  0.09181  5.64833e+03 | 14  0.02756  1.82468e+02 | 15  0.02229 -9.63578e+01
 16  0.01701 -4.39635e+02 | 17  0.00132 -7.08924e+02 | 18 -0.00206 -7.59795e+02
 19 -0.00227 -5.97614e+02 | 20 -0.01016 -2.58946e+02 | 21 -0.01453 -1.00248e+02
 22 -0.01602  1.95325e+02 | 23 -0.01450  3.25993e+02 | 24 -0.01262  5.39057e+02
 25 -0.01149  1.93359e+02 | 26 -0.00914 -5.99158e+01 | 27 -0.00715  2.95908e+01
 28  0.05661  4.31640e+03 | 29  0.02574  1.23534e+03 | 30  0.00237 -5.85644e+01
 31  0.05896  5.12552e+03 | 32  0.04331  2.00301e+03 | 33 -0.02440 -1.02659e+03
 34  0.03203  1.87173e+02 | 35  0.05571  1.19678e+03 | 36  0.06378  2.08021e+03
 37  0.07084  2.10789e+03 | 38  0.01093 -8.64613e+02 | 39  0.11827  5.92607e+03
 40 -0.00887 -1.39209e+03 | 41  0.01223 -1.39502e+03 | 42  0.06386 -1.90573e+03
 43  0.07086 -3.95473e+03 | 44  0.06055 -5.83972e+03 | 45  0.04033 -4.97207e+03
 46  0.04034 -5.66170e+03 | 47  0.04617 -6.57529e+03 | 48  0.03345 -4.90473e+03
 49  0.01493 -3.13833e+03 | 50  0.02957 -2.37852e+03 | 51  0.01773 -1.41511e+03
 52 -0.00763 -1.10882e+03 | 53 -0.01844 -1.30745e+03 | 54 -0.03625 -1.62131e+03
 55 -0.01087 -2.06347e+03 | 56 -0.01002 -2.86540e+03 | 57 -0.04162 -2.67520e+03
 58 -0.04966 -2.40187e+03 | 59 -0.06015 -2.11826e+03 | 60 -0.03773 -1.75547e+03
 61 -0.03894 -8.91007e+02 | 62 -0.04316 -3.16853e+02 | 63 -0.08953 -1.09557e+03
 64 -0.04456  3.49764e+02 | 65  0.07591  3.40494e+04 | 66 -0.23381 -1.69362e+03
 67 -0.03705 -1.93167e+01 | 68 -0.01531  6.94675e+02 | 69  0.00216  5.65341e+02
 70 -0.16171 -1.60805e+03 | 71 -5.24611  3.07616e+03 | 72  0.06246 -4.06285e+03
 73  0.06016  2.42129e+03 | 74  0.04573  2.00657e+03 | 75  0.05810  7.37768e+03
 76  0.03554 -3.09549e+03 | 77 -0.02841  3.62082e+03 | 78  0.00563 -2.37509e+02
 79 -0.08573  7.74209e+02 | 80 -0.21182 -2.43648e+03 | 81 -0.25878 -1.22813e+03
 82 -0.04691 -4.06173e+02 | 83 -0.03540  3.38867e+03 | 84 -0.14022  5.34814e+03
 85 -0.00882 -7.21098e+02 | 86  0.10498 -1.35836e+03 | 87  0.12834 -9.41130e+02
 88  0.10383  1.05179e+02 | 89  0.10893  1.17567e+03 | 90  0.06633  3.64093e+02
 91  0.11076  2.49393e+03 | 92  0.04924  1.57857e+03 | 93  0.02496  1.35771e+03
 94  0.06584 -7.55997e+02 | 95  0.12988 -1.75824e+03 | 96  0.10610  1.52149e+02
 97  0.11430 -3.89246e+03 | 98  0.17538 -5.64612e+03 | 99  0.08568 -2.71612e+03
100  0.13282 -2.23011e+03 |101  0.19643 -3.15778e+03 |102  0.19860 -1.55463e+03
103  0.23203  7.92141e+02 |104  0.21981 -5.77897e+02 |105  0.23745  2.14279e+03
106  0.28624 -1.00546e+03 |107  0.23619 -4.15321e+02 |108  0.25121 -3.35958e+03
109  0.35680 -2.83774e+03 |110  0.25763 -6.83248e+03 |111  0.27031 -1.45695e+03
112  0.32320 -3.46439e+03 |113  0.27531  2.68625e+02 |114  0.33632  2.86643e+03
115  0.29596  7.25858e+03 |116  0.18084  1.02737e+04 |117  0.35915  2.91663e+02
118  0.12177  3.08292e+02 |119 -0.38250 -5.97424e+01 |120 -0.46120  1.11409e+02
121  0.22412  4.59320e+02 |122  0.41586  6.69565e+02 |123  0.35298  1.51812e+02
124  0.65071 -2.77071e+03 |125  0.37427  1.37386e+02 |126 -0.04587 -1.57141e+00
127 -0.42005 -4.25439e+01 |128 -0.67940 -4.44773e+01 |129 -0.79242 -8.64965e+01
130 -0.56417 -1.07397e+02 |131  0.02766  1.62495e+01 |132  0.15385 -7.12520e+01
133  0.10714  1.42981e+02 |134  0.18375  7.71328e+01 |135  0.37354  8.18539e+02
136 -0.73340  2.73714e+01 |137 -0.20049 -2.72861e+01 |138  0.41405  2.51261e+02
139  0.29788 -3.99041e+01 |140  0.54051  2.62380e+02 |141  0.44135  1.73675e+02
142  0.23622 -5.85731e+01 |143  0.13188 -3.38074e+01 |144  0.05235 -4.39575e+01
145 -0.01802 -4.88472e+01 |146 -0.07991 -4.99283e+01 |147 -0.12289 -4.98079e+01
148 -0.13447 -5.31014e+01 |149 -0.12053 -5.26307e+01 |150 -0.10525 -3.97855e+01
151 -0.10918 -4.20331e+01 |152 -0.12770 -3.09328e+01 |153 -0.16081 -3.10912e+01
154 -0.20182 -1.12919e+02 |155 -0.44070  5.34142e+01 |156 -0.41898  3.90998e+01
157 -0.37499 -2.12027e-06 |
157 variables; iteration 40; function evaluation 51; phase 5
Function value 1.1950271e+03; maximum gradient component mag 1.8805e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.91581 -2.96427e+01 |  2  1.02812  6.43111e+00 |  3 -0.66147 -1.10679e+02
  4  0.65671 -1.61014e+01 |  5 19.97249  7.75798e+03 |  6  0.01697 -5.07966e+02
  7 -0.00852 -2.52436e+03 |  8 -0.05750 -2.73329e+03 |  9  0.02323 -1.98884e+03
 10 -0.09666 -2.80330e+03 | 11  0.11604  5.98680e+03 | 12  0.05228 -5.91818e+02
 13  0.07480  1.02464e+03 | 14  0.01479 -1.78428e+03 | 15  0.01170 -1.78232e+03
 16  0.00611 -1.87695e+03 | 17 -0.00607 -1.98342e+03 | 18  0.01477 -1.13021e+03
 19 -0.01378 -1.85309e+03 | 20 -0.02018 -1.91377e+03 | 21 -0.02263 -1.81006e+03
 22 -0.02660 -1.76356e+03 | 23 -0.02626 -1.81623e+03 | 24 -0.01949 -1.55947e+03
 25 -0.01643 -1.41983e+03 | 26 -0.01363 -1.45538e+03 | 27 -0.00672 -1.22148e+03
 28  0.04123  2.36720e+03 | 29  0.01600  1.61839e+02 | 30 -0.01627 -1.66471e+03
 31  0.04652  3.17727e+03 | 32  0.03825  1.86976e+03 | 33 -0.02542 -2.12407e+03
 34  0.02433 -6.67284e+02 | 35  0.04923  1.52646e+03 | 36  0.05725  3.00220e+03
 37  0.06188  2.84513e+03 | 38  0.00035 -1.41418e+03 | 39  0.10573  1.88049e+04
 40  0.01415 -1.65842e+02 | 41  0.00652 -4.28992e+02 | 42  0.03933  2.83912e+03
 43  0.06627  8.16110e+03 | 44  0.05152  4.11569e+03 | 45  0.03842  2.05384e+03
 46  0.04417  2.45183e+03 | 47  0.04909  2.89278e+03 | 48  0.04967  3.20049e+03
 49  0.02583  3.47636e+02 | 50  0.03497  1.26568e+03 | 51  0.01764 -1.92864e+02
 52 -0.00892 -1.45111e+03 | 53 -0.02338 -1.95488e+03 | 54 -0.04704 -2.47748e+03
 55 -0.01354 -1.82907e+03 | 56 -0.01678 -2.01825e+03 | 57 -0.06436 -2.79617e+03
 58 -0.03023 -2.28374e+03 | 59 -0.07842 -2.72511e+03 | 60 -0.05363 -2.39226e+03
 61 -0.02677 -1.28647e+03 | 62 -0.02547 -9.19117e+02 | 63 -0.09660 -2.62485e+03
 64 -0.05468 -1.86564e+03 | 65  0.06758  1.47614e+04 | 66 -0.07335 -2.40687e+03
 67 -0.07569 -2.53625e+03 | 68 -0.10361 -2.70658e+03 | 69 -0.10263 -2.77321e+03
 70  0.00711 -2.77060e+03 | 71 -5.00194  6.97938e+03 | 72  0.08251  4.71115e+02
 73  0.07189  3.09970e+01 | 74  0.05599 -1.31666e+03 | 75  0.06700  2.34872e+03
 76  0.05520 -2.00497e+03 | 77 -0.01734 -4.08184e+01 | 78  0.02306  2.05698e+02
 79 -0.06915  1.46190e+03 | 80 -0.19771 -2.06864e+03 | 81 -0.24405 -2.34365e+03
 82 -0.02997  2.31003e+03 | 83 -0.03130  1.08598e+03 | 84 -0.14133 -3.06020e+02
 85 -0.00209 -1.94863e+03 | 86  0.11311  5.86564e+01 | 87  0.13242 -1.58346e+03
 88  0.10577 -2.55608e+03 | 89  0.11988  1.56152e+03 | 90  0.07444 -1.00764e+03
 91  0.11261  8.18433e+02 | 92  0.06077  1.37896e+02 | 93  0.03463  2.55215e+03
 94  0.07217  2.36561e+03 | 95  0.13227 -3.42296e+02 | 96  0.10554  2.50193e+03
 97  0.11210 -2.63014e+02 | 98  0.16794 -1.73620e+03 | 99  0.07403  5.19129e+01
100  0.11666 -4.45987e+02 |101  0.18138 -2.16931e+02 |102  0.18276 -4.42784e+02
103  0.21821  1.84301e+02 |104  0.20945 -7.13669e+02 |105  0.22660  4.79028e+02
106  0.27752 -2.03155e+03 |107  0.22891 -4.58206e+02 |108  0.24571 -9.48747e+02
109  0.35349  1.64494e+03 |110  0.25124 -3.07355e+03 |111  0.25685 -1.27065e+03
112  0.31172 -1.45885e+03 |113  0.26138  4.21102e+02 |114  0.32236  2.30469e+03
115  0.28424  2.24155e+03 |116  0.16822  2.97265e+03 |117  0.32046  3.04567e+02
118  0.03955  2.56619e+02 |119 -0.29738  8.48091e+01 |120 -0.41560  9.78122e+01
121  0.22691  5.37880e+02 |122  0.42034  6.24321e+02 |123  0.43905  4.37183e+02
124  0.55496 -6.42899e+03 |125  0.34168  5.70130e+02 |126 -0.01098  3.32456e+02
127 -0.39604  9.00965e+01 |128 -0.62752  1.53660e+02 |129 -0.78933  4.44575e+01
130 -0.59020  1.13184e+02 |131 -0.01254  2.51073e+02 |132  0.16919  3.39641e+02
133  0.10524  2.37058e+02 |134  0.18365  1.86568e+02 |135  0.33766  1.76762e+03
136 -0.75194  9.04426e-01 |137 -0.17435  2.50527e+01 |138  0.32704  1.93046e+02
139  0.27387 -2.39998e+01 |140  0.46423  2.08235e+02 |141  0.44549  1.44851e+02
142  0.29316  5.93375e+00 |143  0.14643 -2.94890e+01 |144  0.06290 -6.42849e-01
145 -0.00286 -1.55309e+01 |146 -0.06984 -4.77282e+01 |147 -0.10590 -3.04587e+01
148 -0.12933 -4.99347e+01 |149 -0.11773 -4.50159e+01 |150 -0.10090 -4.56680e+01
151 -0.10265 -4.31138e+01 |152 -0.12391 -4.59466e+01 |153 -0.15532 -5.23812e+01
154 -0.17865 -1.48040e+02 |155 -0.47508  5.43648e+01 |156 -0.44478  4.20076e+01
157 -0.37499 -2.12027e-06 |
157 variables; iteration 60; function evaluation 73; phase 5
Function value 1.1401607e+03; maximum gradient component mag 2.3657e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.81751  1.44715e+02 |  2  0.95154 -1.21289e+01 |  3 -0.63070 -7.51591e+01
  4  0.62270 -1.39507e+01 |  5 19.96377  9.24194e+03 |  6  0.01815 -6.23489e+02
  7 -0.00621 -2.97386e+03 |  8 -0.08009 -3.27702e+03 |  9  0.02649 -2.30887e+03
 10 -0.08967 -3.27787e+03 | 11  0.11383  6.53785e+03 | 12  0.04935 -9.04692e+02
 13  0.07693  1.25442e+03 | 14  0.01643 -2.05140e+03 | 15  0.00857 -2.14567e+03
 16  0.00598 -2.12603e+03 | 17 -0.00156 -2.16630e+03 | 18  0.01490 -1.31206e+03
 19 -0.01100 -2.10493e+03 | 20 -0.02199 -2.30360e+03 | 21 -0.02851 -2.33218e+03
 22 -0.02397 -2.05354e+03 | 23 -0.02219 -1.97141e+03 | 24 -0.01806 -1.70874e+03
 25 -0.01647 -1.54255e+03 | 26 -0.01641 -1.64174e+03 | 27 -0.01215 -1.51120e+03
 28  0.04281  3.28751e+03 | 29  0.01472  9.65551e+01 | 30 -0.01760 -1.93079e+03
 31  0.04612  3.64625e+03 | 32  0.03666  2.11868e+03 | 33 -0.02592 -2.38451e+03
 34  0.02427 -2.17008e+02 | 35  0.04846  2.46965e+03 | 36  0.05665  4.23586e+03
 37  0.05960  4.62224e+03 | 38 -0.00296 -1.47693e+03 | 39  0.10388  2.36572e+04
 40  0.01633  2.07880e+02 | 41  0.00978 -1.01510e+02 | 42  0.03638  3.01123e+03
 43  0.06533  9.13366e+03 | 44  0.05354  5.41695e+03 | 45  0.03631  2.27340e+03
 46  0.04182  2.86604e+03 | 47  0.04643  3.50354e+03 | 48  0.04837  3.81842e+03
 49  0.02475  4.12350e+02 | 50  0.02942  9.31202e+02 | 51  0.02001  1.30541e+01
 52 -0.01150 -1.79009e+03 | 53 -0.02666 -2.32128e+03 | 54 -0.04775 -2.85072e+03
 55 -0.01278 -1.94054e+03 | 56 -0.01017 -1.94142e+03 | 57 -0.06726 -3.18909e+03
 58 -0.03382 -2.64855e+03 | 59 -0.08171 -3.19284e+03 | 60 -0.05199 -2.79941e+03
 61 -0.02537 -1.68358e+03 | 62 -0.02802 -1.51246e+03 | 63 -0.09812 -3.12386e+03
 64 -0.05602 -2.35201e+03 | 65  0.06566  1.41091e+04 | 66 -0.07601 -2.93515e+03
 67 -0.07359 -3.00579e+03 | 68 -0.09859 -3.17903e+03 | 69 -0.09406 -3.23810e+03
 70  0.05693 -3.20350e+03 | 71 -4.98610  8.44347e+03 | 72  0.08103  1.11889e+03
 73  0.06822 -4.56950e+02 | 74  0.05067 -2.46364e+03 | 75  0.06514  2.18480e+03
 76  0.05473 -1.62305e+03 | 77 -0.01737  4.54514e+02 | 78  0.02279  2.82372e+02
 79 -0.07016  1.14818e+03 | 80 -0.19843 -1.10961e+03 | 81 -0.24588 -2.66603e+03
 82 -0.03187  1.10725e+03 | 83 -0.03366  5.48189e+02 | 84 -0.14217 -1.92431e+02
 85  0.00136 -4.48199e+02 | 86  0.11214 -7.54335e+02 | 87  0.13359 -1.32276e+03
 88  0.10597 -1.68701e+03 | 89  0.12159  1.99899e+03 | 90  0.07592 -1.00277e+03
 91  0.10958  4.77936e+02 | 92  0.06249  7.21732e+02 | 93  0.03605  2.85460e+03
 94  0.07139  2.51430e+03 | 95  0.13071 -2.13823e+02 | 96  0.10367  1.56387e+03
 97  0.11258 -2.77378e+02 | 98  0.16924 -1.65833e+03 | 99  0.07632  5.40330e+02
100  0.11881  2.76643e+02 |101  0.18339  5.89552e+01 |102  0.18350 -8.34938e+02
103  0.21992 -1.05501e+02 |104  0.21000 -1.12112e+03 |105  0.22754  5.81778e+02
106  0.27796 -2.19702e+03 |107  0.23033  7.49265e+01 |108  0.24697 -7.03019e+02
109  0.35422  1.24241e+03 |110  0.25413 -2.62713e+03 |111  0.26052 -9.75173e+02
112  0.31490 -1.86671e+03 |113  0.26495  3.31439e+01 |114  0.32267  1.37985e+03
115  0.28947  2.29589e+03 |116  0.17155  3.00359e+03 |117  0.28298  3.63764e+02
118 -0.02512  1.89684e+02 |119 -0.25108  1.73074e+02 |120 -0.33968  1.82029e+02
121  0.20599  6.21888e+02 |122  0.41070  7.22865e+02 |123  0.49767  5.91555e+02
124  0.51691 -7.74638e+03 |125  0.30054  6.27472e+02 |126 -0.00235  4.07360e+02
127 -0.35231  1.63640e+02 |128 -0.57450  2.08856e+02 |129 -0.75706  7.30319e+01
130 -0.62928  1.43738e+02 |131 -0.06816  3.00788e+02 |132  0.18204  4.38494e+02
133  0.12055  2.85774e+02 |134  0.18140  2.14078e+02 |135  0.29970  2.03842e+03
136 -0.77827 -6.19475e+00 |137 -0.18066  5.52303e+01 |138  0.20044  1.39406e+02
139  0.24878  5.00571e+01 |140  0.43532  2.21009e+02 |141  0.43847  1.43703e+02
142  0.34256  4.42769e+01 |143  0.18024 -2.14965e+01 |144  0.07665 -8.31790e+00
145  0.01319 -1.73409e+01 |146 -0.05143 -5.12930e+01 |147 -0.08633 -3.40333e+01
148 -0.11791 -5.79740e+01 |149 -0.11584 -5.40166e+01 |150 -0.09689 -5.29533e+01
151 -0.09723 -4.97056e+01 |152 -0.11962 -5.89009e+01 |153 -0.14236 -6.62986e+01
154 -0.14945 -1.75089e+02 |155 -0.53435  3.39351e+01 |156 -0.49193  3.04991e+01
157 -0.37499 -2.12027e-06 |
157 variables; iteration 80; function evaluation 104; phase 5
Function value 1.0753459e+03; maximum gradient component mag 1.3233e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.92160 -2.61964e+01 |  2  0.79222 -3.69901e+01 |  3 -0.68429 -1.55073e+02
  4  0.51003 -2.65558e+01 |  5 19.93279  4.76432e+03 |  6  0.01472 -6.47161e+02
  7 -0.05874 -1.68854e+03 |  8 -0.04478 -1.65168e+03 |  9  0.03543 -1.14402e+03
 10 -0.11033 -1.74405e+03 | 11  0.12104  3.11799e+03 | 12  0.04986 -7.89816e+02
 13  0.08439  1.63531e+02 | 14  0.01814 -1.10920e+03 | 15  0.00210 -1.25750e+03
 16  0.00914 -1.20340e+03 | 17  0.01214 -1.04233e+03 | 18  0.01454 -8.38773e+02
 19 -0.00378 -1.12827e+03 | 20 -0.01715 -1.26872e+03 | 21 -0.03946 -1.39614e+03
 22 -0.01858 -1.09891e+03 | 23 -0.02871 -1.25447e+03 | 24 -0.01713 -1.04956e+03
 25 -0.01331 -9.82406e+02 | 26 -0.01338 -1.12888e+03 | 27 -0.01433 -1.23638e+03
 28  0.04638  7.68821e+02 | 29  0.02153 -3.04406e+02 | 30 -0.01361 -1.23559e+03
 31  0.04890  1.35411e+03 | 32  0.03961  8.10154e+02 | 33 -0.02517 -1.40851e+03
 34  0.02560 -5.75146e+02 | 35  0.04879  8.80682e+02 | 36  0.05307  1.64001e+03
 37  0.05892  2.14456e+03 | 38 -0.00559 -8.65153e+02 | 39  0.10402  1.32332e+04
 40  0.01885  3.32708e+02 | 41  0.01503  3.67321e+02 | 42  0.03954  2.29300e+03
 43  0.06644  5.76825e+03 | 44  0.05628  3.68069e+03 | 45  0.03958  1.58816e+03
 46  0.03896  1.18982e+03 | 47  0.04528  1.48005e+03 | 48  0.04814  1.65132e+03
 49  0.02390 -6.38695e+01 | 50  0.03221  4.65292e+02 | 51  0.02420  2.86794e+02
 52 -0.00790 -7.14808e+02 | 53 -0.02905 -1.21366e+03 | 54 -0.04641 -1.56273e+03
 55 -0.00808 -1.14664e+03 | 56 -0.02089 -1.47811e+03 | 57 -0.06478 -1.83268e+03
 58 -0.03946 -1.60607e+03 | 59 -0.07785 -1.74448e+03 | 60 -0.05424 -1.52971e+03
 61 -0.02099 -5.21927e+02 | 62 -0.03469 -5.52358e+02 | 63 -0.08979 -1.51348e+03
 64 -0.05749 -9.36083e+02 | 65  0.06519  1.27032e+04 | 66 -0.07830 -1.42099e+03
 67 -0.06874 -1.39478e+03 | 68 -0.08339 -1.53211e+03 | 69 -0.09125 -1.65170e+03
 70 -0.00113 -1.66678e+03 | 71 -5.01184  4.16435e+03 | 72  0.07313  1.84646e+03
 73  0.05692 -1.60859e+03 | 74  0.04124 -2.50748e+03 | 75  0.05930  3.11672e+03
 76  0.04985 -8.87809e+02 | 77 -0.02557 -6.19940e+02 | 78  0.01620 -1.03892e+01
 79 -0.07686  9.35233e+02 | 80 -0.20847 -2.28838e+03 | 81 -0.25176 -2.13420e+03
 82 -0.03678  9.29625e+02 | 83 -0.03727  4.53059e+02 | 84 -0.14367  5.58757e+01
 85  0.00214 -2.43943e+02 | 86  0.11195 -1.50772e+03 | 87  0.13818 -1.21146e+03
 88  0.10881 -9.27009e+02 | 89  0.12385  1.30406e+03 | 90  0.07777 -1.24582e+03
 91  0.11066  7.67884e+02 | 92  0.06279  6.62498e+02 | 93  0.03355  2.45368e+03
 94  0.06893  1.75508e+03 | 95  0.12802 -8.06397e+02 | 96  0.10316  1.53184e+03
 97  0.11321  3.98104e+02 | 98  0.17095 -1.51216e+03 | 99  0.07985  1.30997e+03
100  0.11848 -4.60643e+02 |101  0.18128 -1.07053e+03 |102  0.18412 -5.46058e+02
103  0.21947 -9.65200e+02 |104  0.21260  2.67673e+02 |105  0.23003  2.20442e+03
106  0.27941 -2.07529e+03 |107  0.23342  1.61632e+02 |108  0.24884 -2.12934e+03
109  0.36024  1.37683e+03 |110  0.26286 -1.08253e+03 |111  0.26396 -2.40339e+03
112  0.32120 -1.77010e+03 |113  0.27394  7.97035e+02 |114  0.32789  1.74304e+03
115  0.29921  3.17105e+03 |116  0.17661  2.34905e+03 |117  0.22100  1.76605e+02
118  0.01806  1.31154e+02 |119 -0.23182  2.98226e+01 |120 -0.24823  1.23034e+02
121  0.16852  3.75672e+02 |122  0.38935  3.46590e+02 |123  0.47618 -3.88644e+03
124  0.46177  3.45605e+02 |125  0.29694  3.99977e+02 |126 -0.01002  1.69606e+02
127 -0.29768  5.33794e+01 |128 -0.49651  1.06361e+02 |129 -0.64750  4.56050e+01
130 -0.69715  3.11334e+01 |131 -0.15163  1.30323e+02 |132  0.18279  2.43008e+02
133  0.15159  1.02359e+02 |134  0.17513  5.48764e+01 |135  0.23767  1.02144e+03
136 -0.82787 -3.60713e+00 |137 -0.34104  1.87152e+01 |138  0.03845  7.79874e+01
139  0.21016  3.24594e+01 |140  0.39780  1.52205e+02 |141  0.42165  5.92196e+01
142  0.37586  1.66283e+01 |143  0.26621  2.14901e+00 |144  0.13737 -6.55505e+00
145  0.04896 -2.38249e+01 |146 -0.00505 -2.94255e+01 |147 -0.04516 -1.72941e+01
148 -0.08599 -3.05396e+01 |149 -0.10892 -3.68140e+01 |150 -0.09718 -2.57219e+01
151 -0.09625 -2.50228e+01 |152 -0.10395 -3.48717e+01 |153 -0.09942 -3.48636e+01
154 -0.08625 -9.07516e+01 |155 -0.63355 -4.08566e+01 |156 -0.58996 -2.84140e+01
157 -0.37499 -2.12027e-06 |
157 variables; iteration 100; function evaluation 127; phase 5
Function value 1.0596632e+03; maximum gradient component mag 1.3619e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.90941 -1.15258e+01 |  2  0.72443 -4.80008e+01 |  3 -0.66478 -1.43097e+02
  4  0.37121 -3.69316e+01 |  5 19.90676  5.29006e+03 |  6  0.01566 -5.23447e+02
  7 -0.05823 -1.86729e+03 |  8 -0.05066 -1.83930e+03 |  9  0.03513 -1.18094e+03
 10 -0.12050 -1.93737e+03 | 11  0.12096  4.27175e+03 | 12  0.04894 -6.62906e+02
 13  0.08360  7.47393e+02 | 14  0.01495 -1.17273e+03 | 15  0.00233 -1.31852e+03
 16  0.00687 -1.27192e+03 | 17  0.01287 -1.04784e+03 | 18  0.01369 -8.52603e+02
 19 -0.00674 -1.21924e+03 | 20 -0.01605 -1.29890e+03 | 21 -0.04036 -1.48766e+03
 22 -0.02090 -1.12601e+03 | 23 -0.02756 -1.24578e+03 | 24 -0.01756 -1.00543e+03
 25 -0.01363 -9.28936e+02 | 26 -0.01196 -1.07239e+03 | 27 -0.01475 -1.25200e+03
 28  0.04641  1.32322e+03 | 29  0.02273 -7.23992e+01 | 30 -0.01453 -1.29365e+03
 31  0.04861  1.74664e+03 | 32  0.03938  1.11581e+03 | 33 -0.02705 -1.53338e+03
 34  0.02636 -4.35938e+02 | 35  0.04835  1.03568e+03 | 36  0.05298  1.78355e+03
 37  0.05841  2.24642e+03 | 38 -0.00668 -1.01015e+03 | 39  0.10388  1.36189e+04
 40  0.01861  1.94339e+02 | 41  0.01352  1.32010e+02 | 42  0.04078  2.29006e+03
 43  0.06732  5.81067e+03 | 44  0.05722  3.65111e+03 | 45  0.03983  1.43481e+03
 46  0.04053  1.21298e+03 | 47  0.04662  1.53896e+03 | 48  0.04915  1.77628e+03
 49  0.02565 -2.91456e+00 | 50  0.03220  4.99273e+02 | 51  0.02388  2.55426e+02
 52 -0.00802 -8.51121e+02 | 53 -0.02393 -1.27683e+03 | 54 -0.04961 -1.77393e+03
 55 -0.01070 -1.33255e+03 | 56 -0.01744 -1.55246e+03 | 57 -0.06357 -1.98116e+03
 58 -0.04071 -1.72824e+03 | 59 -0.07937 -1.90336e+03 | 60 -0.04784 -1.57715e+03
 61 -0.01881 -5.40726e+02 | 62 -0.03434 -7.08632e+02 | 63 -0.09247 -1.73606e+03
 64 -0.05785 -1.15555e+03 | 65  0.06646  1.24429e+04 | 66 -0.07793 -1.62828e+03
 67 -0.06808 -1.60869e+03 | 68 -0.08637 -1.75682e+03 | 69 -0.07797 -1.81020e+03
 70  0.00119 -1.85596e+03 | 71 -4.98933  4.67273e+03 | 72  0.07400  1.76274e+03
 73  0.05852 -1.64800e+03 | 74  0.04228 -2.43623e+03 | 75  0.06198  3.54165e+03
 76  0.05220 -4.42715e+02 | 77 -0.02430 -9.89177e+02 | 78  0.01909  6.38166e+02
 79 -0.07536  6.82041e+02 | 80 -0.20682 -2.39637e+03 | 81 -0.25024 -2.17578e+03
 82 -0.03473  1.18983e+03 | 83 -0.03551  2.39784e+02 | 84 -0.14058  6.13111e+02
 85  0.00416 -2.69977e+02 | 86  0.11446 -1.44531e+03 | 87  0.14028 -1.28715e+03
 88  0.11053 -1.06066e+03 | 89  0.12510  1.27099e+03 | 90  0.07924 -1.07363e+03
 91  0.11165  6.25245e+02 | 92  0.06346  6.65571e+02 | 93  0.03283  2.20101e+03
 94  0.06797  1.74415e+03 | 95  0.12686 -7.64002e+02 | 96  0.10153  1.33918e+03
 97  0.11088  6.02352e+01 | 98  0.16814 -1.69947e+03 | 99  0.07810  1.49105e+03
100  0.11644 -5.33317e+02 |101  0.17942 -1.03769e+03 |102  0.18133 -7.42469e+02
103  0.21792 -7.81707e+02 |104  0.21092  3.04255e+02 |105  0.22811  2.12603e+03
106  0.27686 -2.21449e+03 |107  0.23081 -3.97261e+01 |108  0.24675 -2.14805e+03
109  0.35763  1.34760e+03 |110  0.26050 -9.14128e+02 |111  0.26158 -2.41258e+03
112  0.32005 -1.55059e+03 |113  0.27223  8.60302e+02 |114  0.32512  1.67040e+03
115  0.29561  3.03432e+03 |116  0.17334  2.06181e+03 |117  0.21104  1.82038e+02
118  0.02695  1.77946e+02 |119 -0.24033  4.89383e+01 |120 -0.27876  1.21960e+02
121  0.16553  4.08173e+02 |122  0.37806  3.64417e+02 |123  0.46803 -4.37810e+03
124  0.45430  3.84830e+02 |125  0.29344  4.17086e+02 |126 -0.00997  1.89198e+02
127 -0.29098  8.12215e+01 |128 -0.49815  1.03539e+02 |129 -0.62956  4.28299e+01
130 -0.63700  6.52135e+01 |131 -0.15232  1.44494e+02 |132  0.17183  2.61537e+02
133  0.14384  1.31747e+02 |134  0.19394  8.78292e+01 |135  0.22777  1.16521e+03
136 -0.98622  9.79787e+00 |137 -0.53875 -6.83691e+00 |138 -0.03425  9.75184e+01
139  0.21115  4.59905e+01 |140  0.40042  1.52933e+02 |141  0.42688  7.53473e+01
142  0.35512 -2.88401e+00 |143  0.27719 -1.50836e-01 |144  0.20161  3.29465e+00
145  0.13202 -1.25667e+01 |146  0.05490 -3.33443e+01 |147 -0.00646 -2.61817e+01
148 -0.05210 -2.84078e+01 |149 -0.09131 -3.64322e+01 |150 -0.10550 -3.33023e+01
151 -0.10051 -2.95412e+01 |152 -0.07921 -3.62871e+01 |153 -0.04254 -3.46454e+01
154 -0.02359 -1.04212e+02 |155 -0.60706 -1.39831e+01 |156 -0.56535 -7.25427e+00
157 -0.37499 -2.12027e-06 |
157 variables; iteration 120; function evaluation 149; phase 5
Function value 1.0245866e+03; maximum gradient component mag 1.1446e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
