group,source,fleet,n,sdnr,sdnr_lo,sdnr_hi,lower,lower_lo,lower_hi,upper,upper_lo,upper_hi,sdnr_ok,lower_ok,upper_ok
comp fleet 1,comp,1,615,0.8305932767593985,0.9440632182792554,1.0558946777816527,-1.7234940658557878,-2.1615376968416307,-1.744169973223583,1.630858306617037,1.7420524654614353,2.1574471493402596,FALSE,FALSE,FALSE
index fleet 1,index,1,15,2.129431611615771,0.6340755984130267,1.365884016333048,-3.5272878085104704,-2.536903894579368,-0.7202372443628329,3.7075456790083074,0.6956412509096799,2.5312512902436946,FALSE,FALSE,FALSE
catch fleet 3,catch,3,48,0.3189626230177806,0.7983519684779374,1.201246223314208,-0.6239489719074764,-2.4809509377920094,-1.2087023486482784,0.6528482278349805,1.196349094459937,2.498796251615928,FALSE,FALSE,FALSE
comp fleet 3,comp,3,1710,0.8635030945316987,0.9664710327143584,1.0335136260142954,-2.1298879159767017,-2.085958478433648,-1.8324545783666348,1.2653657642374205,1.8296811528389836,2.0809631463917784,FALSE,FALSE,FALSE
all,NA,NA,2388,0.8638680903903513,0.9716298509240283,1.0283591408828765,-2.0655104150008117,-2.0668762622595187,-1.8517090503380467,1.3574752413705469,1.8504899881130454,2.0643584734880647,FALSE,TRUE,FALSE
